UKPRN,ProviderName,ProviderType,Breakdown_code,Breakdown,Completions_2014,Completions_2015,Sustained_Employment_Rate_2014,Sustained_Employment_Rate_2015,Sustained_Learning_Rate_2014,Sustained_Learning_Rate_2015,Sustained_Positive_Destination_Rate_2014,Sustained_Positive_Destination_Rate_2015,Learning_Rate_2014,Learning_Rate_2015,Positive_Destination_Rate_2014,Positive_Destination_Rate_2015,Benefit_Learners_Completions_2014,Benefit_Learners_Completions_2015,Benefit_Learners_Sustained_Employment_Rate_2014,Benefit_Learners_Sustained_Employment_Rate_2015
10007500,WIGAN AND LEIGH COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,730,520,42,43,28,30,62,59,45,45,71,69,260,130,40,35
10007500,WIGAN AND LEIGH COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,3540,3080,67,72,28,26,79,79,41,39,83,83,820,460,53,53
10007500,WIGAN AND LEIGH COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,120,330,50,57,16,17,60,65,32,32,69,74,70,90,40,38
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,All,All,570,590,66,65,32,24,75,74,50,39,84,80,120,90,40,40
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Gender,Female,350,340,65,66,35,24,77,75,53,42,84,82,50,40,48,38
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Gender,Male,230,250,66,64,28,24,73,71,47,35,84,78,80,50,36,42
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Age,Under 19,80,60,73,72,51,33,84,82,63,46,86,82,x,.,x,.
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Age,19 - 24,210,230,73,72,33,29,78,79,54,40,88,83,50,40,44,54
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Age,25 - 49,240,270,61,60,29,19,74,69,46,37,83,78,50,50,41,30
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Age,50+,40,30,43,x,15,13,53,56,35,41,65,72,20,x,x,x
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Provision,Skills,330,310,54,52,26,26,65,64,51,49,79,76,110,70,38,36
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Provision,Apprenticeship,250,290,81,80,40,22,88,84,49,29,91,85,10,20,x,x
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Full Level 3,40,150,90,79,x,15,90,81,18,19,90,81,x,x,x,x
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Level 3 - Other,x,x,x,x,x,x,x,x,x,x,x,x,x,.,x,.
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Full Level 2,240,170,79,79,43,26,86,84,56,37,91,87,20,20,x,x
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Level 2 - Other,170,120,54,59,24,23,66,69,43,50,74,79,50,20,37,x
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Below level 2 (excl. Traineeships),100,120,48,40,35,30,66,57,58,57,81,75,40,50,48,28
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Level,Traineeships,20,30,x,x,x,38,25,66,50,44,63,69,x,x,x,x
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,90,100,41,45,30,25,61,61,49,50,73,79,40,30,25,x
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,480,490,70,69,33,24,78,76,51,37,86,80,80,60,48,43
10007502,WIGAN METROPOLITAN BOROUGH COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,All,All,60,40,37,38,50,33,69,67,61,44,76,74,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Gender,Female,20,20,x,x,40,27,65,73,45,40,65,80,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Gender,Male,40,20,32,x,56,38,71,63,71,46,82,71,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Age,19 - 24,60,40,37,38,50,33,69,67,61,44,76,74,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Age,25 - 49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Age,50+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Provision,Skills,60,40,37,38,50,33,69,67,61,44,76,74,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Level,Full Level 3,50,40,39,38,51,35,71,68,63,47,78,76,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Level,Level 3 - Other,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Level,Full Level 2,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Level,Level 2 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Level,Below level 2 (excl. Traineeships),x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,50,30,38,x,58,29,76,68,69,39,82,74,.,.,.,.
10007503,WILBERFORCE COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,All,All,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Gender,Female,.,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Gender,Male,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Age,19 - 24,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Age,25 - 49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Age,50+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Provision,Skills,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Level,Full Level 3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Level,Full Level 2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Level,Level 2 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007514,WILLIAM MORRIS CAMPHILL COMMUNITY,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,All,All,4780,3300,62,57,17,21,68,65,31,33,75,70,2220,1470,47,45
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Gender,Female,1820,1450,64,59,21,25,72,67,35,38,79,73,630,470,48,42
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Gender,Male,2960,1850,61,56,15,18,65,62,29,29,73,68,1590,1000,47,46
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Age,Under 19,60,50,86,89,39,31,88,91,55,37,88,93,.,.,.,.
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Age,19 - 24,1640,1260,64,61,27,28,73,72,41,39,79,77,680,420,50,48
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Age,25 - 49,2430,1540,64,56,13,19,69,62,27,32,76,68,1070,740,48,45
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Age,50+,660,450,48,45,6,9,51,49,22,18,63,55,460,310,42,41
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Provision,Skills,4450,3100,60,55,17,21,66,63,31,33,74,69,2210,1460,47,45
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Provision,Apprenticeship,330,200,86,89,20,26,87,92,30,28,88,93,10,x,x,x
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Level,Level 4+,40,20,92,x,x,x,92,100,8,16,92,100,.,.,.,.
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Level,Full Level 3,580,510,75,72,37,38,88,87,45,42,90,88,30,30,x,x
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Level,Level 3 - Other,40,10,88,x,7,38,88,92,14,46,90,92,.,.,.,.
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Level,Full Level 2,1970,1230,64,56,15,22,69,62,29,35,76,70,1010,590,50,39
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Level,Level 2 - Other,460,270,77,65,25,29,82,71,38,44,85,74,60,90,51,43
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Level,Below level 2 (excl. Traineeships),1700,1260,50,49,11,12,55,55,29,23,66,61,1120,760,45,49
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,690,720,50,41,23,23,61,54,40,36,72,63,310,350,44,37
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,3920,2490,64,62,16,21,69,67,30,31,76,72,1850,1100,48,47
10007527,WILTSHIRE COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,170,100,66,61,21,24,74,72,36,36,82,77,60,20,48,x
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,All,All,230,160,60,62,14,16,67,65,30,30,78,72,30,30,x,x
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Gender,Female,200,130,60,60,15,15,67,64,28,31,77,71,20,10,x,x
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Gender,Male,30,30,x,x,x,23,70,73,44,27,89,77,x,10,x,x
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Age,Under 19,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Age,19 - 24,40,30,47,x,13,28,55,72,39,48,71,79,x,x,x,x
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Age,25 - 49,160,100,62,66,15,16,68,69,29,31,79,76,20,10,x,x
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Age,50+,20,30,x,x,x,x,79,45,29,x,88,48,x,x,x,x
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Provision,Skills,210,150,60,60,15,17,67,64,32,32,78,70,30,30,x,x
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Provision,Apprenticeship,10,x,x,x,x,x,71,x,x,x,79,x,.,.,.,.
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Level,Level 4+,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Level,Full Level 3,20,10,x,x,x,x,86,73,x,x,90,73,.,.,.,.
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Level,Level 3 - Other,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Level,Full Level 2,50,40,83,74,x,12,83,77,14,26,88,86,x,x,x,x
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Level,Level 2 - Other,60,20,34,x,21,53,42,87,43,80,60,93,x,.,x,.
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Level,Below level 2 (excl. Traineeships),90,90,58,52,20,10,70,55,39,24,82,60,20,20,x,x
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Level,Traineeships,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,40,30,61,x,24,23,78,54,44,42,83,65,x,x,x,x
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,180,130,60,67,11,16,64,69,27,29,77,74,20,20,x,x
10007528,THE WILTSHIRE COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007546,WINSTANLEY COLLEGE,Other,All,All,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Gender,Female,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Gender,Male,.,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Age,19 - 24,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Age,25 - 49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Age,50+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Provision,Skills,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Level,Full Level 3,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Level,Full Level 2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Level,Level 2 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Level,Below level 2 (excl. Traineeships),.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,.,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10007546,WINSTANLEY COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,All,All,5040,4070,66,69,23,25,76,78,42,40,82,82,1120,560,48,55
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Gender,Female,2680,2230,67,68,26,27,78,78,45,42,84,82,420,230,49,52
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Gender,Male,2360,1840,65,70,20,23,73,78,39,39,79,82,700,330,47,57
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Age,Under 19,70,150,66,66,40,46,71,78,54,67,80,87,x,x,x,x
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Age,19 - 24,1360,1150,61,61,34,37,75,76,50,50,80,80,360,230,51,55
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Age,25 - 49,2800,2170,68,71,22,22,76,78,41,37,83,81,600,270,48,57
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Age,50+,810,590,72,80,8,10,75,82,31,26,81,86,150,60,40,44
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Provision,Skills,4720,3670,65,68,23,25,75,77,43,41,81,81,1110,540,48,54
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Provision,Apprenticeship,320,400,83,82,23,23,87,86,33,32,90,87,x,20,x,x
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Level,Level 4+,20,50,x,78,x,15,59,87,24,22,65,89,.,x,.,x
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Level,Full Level 3,650,650,71,70,36,32,86,83,47,41,89,85,40,40,45,48
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Level,Level 3 - Other,100,80,71,87,19,30,75,92,49,51,82,92,30,x,x,x
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Level,Full Level 2,1700,1210,65,65,23,29,73,76,40,42,79,80,450,150,47,55
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Level,Level 2 - Other,1020,840,76,76,19,17,82,79,41,34,87,83,170,110,55,57
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Level,Below level 2 (excl. Traineeships),1510,1100,60,67,22,22,71,77,43,40,78,81,410,200,46,53
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Level,Traineeships,40,150,35,58,28,38,53,69,43,63,65,82,30,40,x,58
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,460,550,42,49,36,38,66,69,52,52,77,75,90,110,45,45
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,3530,3450,70,72,24,23,78,79,42,39,84,83,710,450,49,57
10007553,WIRRAL METROPOLITAN COLLEGE,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,1050,80,64,84,15,20,70,87,39,37,77,89,320,x,45,x
10007566,WOKING COLLEGE,Other,All,All,390,380,57,58,22,16,67,67,43,40,78,77,20,20,x,x
10007566,WOKING COLLEGE,Other,Gender,Female,290,290,53,54,22,16,62,62,44,40,76,74,10,20,x,x
10007566,WOKING COLLEGE,Other,Gender,Male,100,90,69,70,23,16,80,80,39,41,82,85,x,x,x,x
10007566,WOKING COLLEGE,Other,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007566,WOKING COLLEGE,Other,Age,19 - 24,120,110,63,54,29,21,77,64,41,35,81,70,x,x,x,x
10007566,WOKING COLLEGE,Other,Age,25 - 49,240,250,57,61,20,12,64,68,45,41,78,79,x,10,x,x
10007566,WOKING COLLEGE,Other,Age,50+,30,30,x,x,17,36,50,68,29,48,58,80,x,x,x,x
10007566,WOKING COLLEGE,Other,Provision,Skills,390,380,57,58,22,16,67,67,43,40,78,77,20,20,x,x
10007566,WOKING COLLEGE,Other,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007566,WOKING COLLEGE,Other,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007566,WOKING COLLEGE,Other,Level,Full Level 3,40,20,56,x,61,57,89,76,61,67,89,86,.,x,.,x
10007566,WOKING COLLEGE,Other,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007566,WOKING COLLEGE,Other,Level,Full Level 2,50,40,70,63,26,20,72,66,48,37,86,77,x,x,x,x
10007566,WOKING COLLEGE,Other,Level,Level 2 - Other,30,30,x,x,22,17,70,70,39,30,78,74,x,x,x,x
10007566,WOKING COLLEGE,Other,Level,Below level 2 (excl. Traineeships),270,290,54,58,16,12,62,66,39,39,74,76,20,20,x,x
10007566,WOKING COLLEGE,Other,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007566,WOKING COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007566,WOKING COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,370,380,57,58,22,17,66,67,43,41,77,77,20,20,x,x
10007566,WOKING COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,20,x,x,x,25,x,69,x,50,x,94,x,.,.,.,.
10007567,WOKINGHAM COUNCIL,Other Public Funded,All,All,90,100,37,58,30,29,58,72,53,45,74,77,x,x,x,x
10007567,WOKINGHAM COUNCIL,Other Public Funded,Gender,Female,70,90,39,59,32,28,59,73,56,44,76,77,x,x,x,x
10007567,WOKINGHAM COUNCIL,Other Public Funded,Gender,Male,20,10,x,x,24,33,53,67,41,50,65,75,x,x,x,x
10007567,WOKINGHAM COUNCIL,Other Public Funded,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007567,WOKINGHAM COUNCIL,Other Public Funded,Age,19 - 24,x,x,x,x,x,x,x,x,x,x,x,x,x,.,x,.
10007567,WOKINGHAM COUNCIL,Other Public Funded,Age,25 - 49,60,70,35,64,25,29,55,78,49,44,69,80,x,x,x,x
10007567,WOKINGHAM COUNCIL,Other Public Funded,Age,50+,20,20,x,x,37,32,63,64,58,45,84,68,x,x,x,x
10007567,WOKINGHAM COUNCIL,Other Public Funded,Provision,Skills,90,100,37,58,30,29,58,72,53,45,74,77,x,x,x,x
10007567,WOKINGHAM COUNCIL,Other Public Funded,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007567,WOKINGHAM COUNCIL,Other Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007567,WOKINGHAM COUNCIL,Other Public Funded,Level,Full Level 3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007567,WOKINGHAM COUNCIL,Other Public Funded,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007567,WOKINGHAM COUNCIL,Other Public Funded,Level,Full Level 2,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x
10007567,WOKINGHAM COUNCIL,Other Public Funded,Level,Level 2 - Other,20,10,x,x,31,x,63,64,63,55,81,73,x,x,x,x
10007567,WOKINGHAM COUNCIL,Other Public Funded,Level,Below level 2 (excl. Traineeships),70,80,35,60,30,35,57,76,50,50,72,81,x,x,x,x
10007567,WOKINGHAM COUNCIL,Other Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007567,WOKINGHAM COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,30,20,x,x,41,42,50,63,64,74,68,79,x,x,x,x
10007567,WOKINGHAM COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,60,80,43,63,26,25,60,75,49,36,75,77,x,x,x,x
10007567,WOKINGHAM COUNCIL,Other Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,x,x,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10007576,WOLVERHAMPTON CITY COUNCIL,Other Public Funded,All,All,2380,2050,47,45,27,28,62,63,51,44,76,72,830,690,38,42
10007576,WOLVERHAMPTON CITY COUNCIL,Other Public Funded,Gender,Female,1650,1400,48,45,29,29,64,63,54,46,79,73,480,380,39,42
10007576,WOLVERHAMPTON CITY COUNCIL,Other Public Funded,Gender,Male,730,650,43,45,24,26,58,62,44,38,70,69,360,300,35,42
10007576,WOLVERHAMPTON CITY COUNCIL,Other Public Funded,Age,Under 19,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10007576,WOLVERHAMPTON CITY COUNCIL,Other Public Funded,Age,19 - 24,260,240,44,45,25,33,58,65,46,55,73,78,90,70,38,35
10007576,WOLVERHAMPTON CITY COUNCIL,Other Public Funded,Age,25 - 49,1520,1350,47,45,25,26,62,62,50,41,77,72,550,450,37,47
10007576,WOLVERHAMPTON CITY COUNCIL,Other Public Funded,Age,50+,600,460,48,44,35,32,65,62,54,44,76,69,190,170,40,32
10007576,WOLVERHAMPTON CITY COUNCIL,Other Public Funded,Provision,Skills,2380,2050,47,45,27,28,62,63,51,44,76,72,830,690,38,42
